distance_km,elevation_change,road_type,num_stops,fuel_type,vehicle_age,engine_capacity,load_capacity_kg,weather,temperature_C,traffic_level,time_of_day,cargo_weight_kg,cargo_type,carbon_emissions_kg
277.888036878207,330.0054062152074,urban,6,petrol,4,4.0,1000,clear,28.545386658689633,medium,morning,725.6672647651785,general,155.6369725813908
100.57868320750825,489.6451281377656,mixed,6,diesel,6,3.0,20000,clear,17.03600481103589,medium,morning,6242.024687055545,perishable,70.16274721464563
485.0964676046337,366.93918421426326,highway,3,petrol,3,2.5,1000,clear,0.39257013977187283,low,evening,363.5080602911196,hazardous,109.95640557936653
389.8150834469461,122.14463270963074,rural,4,hybrid,11,3.0,10000,clear,32.14267580738161,low,afternoon,2893.229865084569,fragile,88.81282070598868
470.35448136645266,432.6370829793746,urban,7,diesel,1,5.0,5000,snowy,0.4982158806316339,medium,night,579.3400722898031,hazardous,442.76958044671846
448.4654017095479,86.89337118284502,urban,6,diesel,2,1.5,1000,rainy,24.531399253009326,low,evening,183.1302453682123,hazardous,198.5433705808529
302.9709896174317,167.4538589704273,rural,13,petrol,12,4.0,5000,foggy,9.995472954454558,high,night,3148.8395078679764,fragile,202.58114337498395
461.71837516132723,133.99083717697826,mixed,11,petrol,4,4.0,5000,foggy,27.473043648154132,high,afternoon,2328.949403318659,fragile,292.4130010086514
53.36132600544055,113.33671086586746,highway,14,diesel,0,1.5,10000,foggy,11.173065892047916,low,morning,7315.041130917565,general,19.118751319141882
106.03160258538115,342.633538505734,highway,14,petrol,11,3.0,1000,snowy,4.330862657725618,high,evening,727.4459263886774,general,59.97369634724532
32.16137156616365,168.7382350886444,mixed,2,diesel,3,4.0,5000,windy,38.050271106472,high,night,1609.7341351253358,perishable,20.457289495004908
169.41186207399952,21.701985417651247,rural,9,diesel,12,2.5,1000,clear,27.93611710478586,low,evening,206.9154166173191,perishable,60.68517309887018
200.45187194784617,-19.289282639065174,urban,14,diesel,3,3.0,10000,clear,31.38242415486038,medium,afternoon,2576.4303026350594,fragile,100.30582677086564
142.961025569209,-173.57687812279664,urban,6,electric,1,2.5,20000,clear,5.644435876788498,medium,evening,9877.870242266887,fragile,10.148205351296735
416.0813794844454,208.23661331813219,rural,2,hybrid,8,5.0,20000,windy,7.397520586071441,medium,night,14436.34658716293,general,209.29826038367509
184.80913007985873,-39.02700921927605,rural,7,diesel,12,5.0,20000,rainy,-1.3597367696226792,medium,morning,8081.861101139483,general,124.55358507741488
147.65790974681659,-96.30625458853184,mixed,11,diesel,5,5.0,20000,foggy,12.337253136069569,low,night,10731.401128478044,general,98.84307152839858
275.92108074754174,257.68097467937434,urban,11,diesel,8,2.0,2000,clear,39.848240213534325,low,evening,1040.9788486318837,perishable,142.66888695268875
79.0528702376337,276.8464804750842,highway,10,diesel,5,1.5,5000,clear,19.474346104314847,severe,night,1046.580308480535,perishable,38.771743197710855
403.07652056947944,326.5084245803662,urban,10,hybrid,14,5.0,2000,rainy,26.21249174124731,medium,afternoon,846.5012708778669,general,204.35048768971754
46.5298154030877,152.50382743701405,urban,4,diesel,1,4.0,1000,foggy,26.87464391335124,medium,evening,630.941188729039,hazardous,26.436085545770524
493.57459893425346,425.8382236427206,urban,1,diesel,0,1.5,20000,rainy,0.13978401116518713,medium,morning,996.1804933594073,general,271.82272761175557
388.39993695536214,455.4399273787595,urban,10,diesel,13,1.5,1000,snowy,-7.198623843938902,high,evening,580.8168607564281,general,433.0569398468142
107.37068395174448,365.1596578547426,highway,9,diesel,3,2.5,10000,clear,-3.920292674863315,medium,night,8104.650064039761,fragile,57.04633736339922
12.705837390565176,244.91543740573104,urban,14,petrol,12,4.0,5000,clear,25.98456444544693,medium,evening,4122.519517908659,fragile,10.029898780829043
409.5760999428687,12.60466751383207,rural,13,petrol,0,2.0,10000,clear,12.78960894688598,low,evening,7674.102807190581,general,140.33977972958272
356.3600984853324,488.06144513415484,rural,11,diesel,7,1.5,5000,clear,35.233982756775895,medium,night,1067.1907292127564,fragile,188.90892621419994
367.21351234008375,-8.104682965643162,urban,10,diesel,10,2.5,10000,clear,8.325122228184492,medium,evening,7744.5976356517585,general,232.9562623420845
387.92246987611344,-58.14015460669826,highway,8,petrol,12,5.0,10000,clear,-4.866411278022328,high,afternoon,1089.9504180415088,general,140.09002413704283
46.281879349704276,109.50787965060793,urban,5,hybrid,0,2.5,5000,clear,38.42341900861295,severe,night,1520.1494362665746,perishable,21.466682699044863
185.64820698669357,-160.21160050132806,rural,3,diesel,4,5.0,1000,clear,10.035300301359987,low,morning,417.65453515057123,perishable,58.59793606791796
66.77583916731356,484.94612527025356,urban,4,diesel,13,4.0,10000,clear,32.410025809325006,low,afternoon,1933.6814059152498,perishable,49.97466590702097
432.9206786790408,211.90348949149737,rural,3,diesel,8,3.0,5000,windy,-7.697623387663207,severe,evening,3945.0529761717808,fragile,322.8954772695455
315.41608214550337,189.8664641649227,urban,10,diesel,0,3.0,5000,rainy,7.967326292247749,medium,morning,3339.2264311950225,perishable,195.21804802625823
172.1400321777981,259.05739592980393,highway,8,diesel,3,2.0,10000,windy,19.719366598098468,medium,night,6456.872251293441,general,78.61522050636351
41.143591640151584,147.91655344404464,rural,13,diesel,7,5.0,1000,foggy,16.204696949815045,medium,afternoon,841.9295221062736,general,24.468417895421638
162.38133764067447,-177.55553803382088,highway,5,diesel,7,2.5,20000,snowy,26.384839017205906,medium,evening,13723.165513351547,fragile,85.80218311456144
169.33982779310605,228.61790218827772,urban,13,diesel,0,3.0,2000,rainy,34.152160565477175,low,night,827.2802435230095,general,94.29218734551414
367.5070273856514,301.3217138695014,highway,11,diesel,7,1.5,20000,snowy,27.93000504922202,medium,night,2480.943522395464,hazardous,186.05666148572078
322.40316096405445,91.7243424368372,highway,8,petrol,10,2.0,10000,clear,5.505773944503631,low,night,7470.734324763493,fragile,89.77478445014503
444.7342438624,330.10690044983505,urban,1,petrol,11,5.0,10000,clear,38.46692637718844,medium,night,6450.963636711545,general,362.36670293095654
241.38531332935514,-41.09909046310557,urban,9,diesel,2,1.5,5000,windy,35.953437851244395,low,afternoon,2764.634314244546,hazardous,100.67349615665698
68.60118050976783,-45.10638625367118,rural,11,petrol,13,3.0,1000,clear,21.501815492988456,high,evening,696.1020520347395,perishable,33.20535790734106
359.48994573926757,-87.00810861869823,rural,10,petrol,10,2.5,1000,clear,15.49890119369625,severe,morning,703.9983280471386,general,196.5897636319015
382.78467382227973,60.3963318524133,rural,3,electric,6,3.0,10000,rainy,15.82100836003055,low,evening,6709.874499833195,perishable,18.039680325881324
285.02582680905317,392.9084247723585,urban,1,hybrid,9,2.0,1000,clear,26.759954198278077,low,afternoon,463.26468710757933,fragile,86.07101384094403
387.77391817773486,379.538443504345,urban,3,petrol,10,5.0,2000,clear,14.171231566957186,medium,evening,1008.539574401015,general,233.29286010158177
251.95984221855147,67.97694557445266,urban,13,hybrid,0,2.0,1000,foggy,39.323111457651244,medium,morning,742.5714159840956,perishable,74.70350453698855
266.1390863971771,212.38311518616558,urban,2,petrol,4,1.5,1000,clear,25.524850461188645,high,afternoon,843.2027936292998,general,133.69660866957054
219.49509899568932,304.5714215324409,urban,7,diesel,3,1.5,5000,clear,1.9086276805997038,low,night,2369.680675604358,general,109.609167003769
22.455372104606642,-31.155257760383915,mixed,10,diesel,3,2.0,10000,rainy,22.923898839303412,medium,afternoon,6268.012307984403,perishable,10.787579588465409
62.86679922671918,-82.30123987367705,highway,4,diesel,11,1.5,1000,clear,14.22179796042498,severe,afternoon,505.80096047144406,general,24.31249115789604
25.400300986499783,480.4671952486177,mixed,7,diesel,4,4.0,10000,snowy,-2.0072391894427852,medium,afternoon,3810.4261184700863,perishable,21.884462377961718
321.8411015192524,232.29011924673293,highway,3,diesel,2,5.0,1000,clear,15.94182455693581,low,afternoon,724.6145135477522,general,108.68010726713483
164.03443072740006,486.99100528356473,highway,14,diesel,13,2.0,1000,windy,32.949182354043046,low,morning,218.19497038613784,hazardous,64.99629945274363
259.19963867070436,36.429190992560365,highway,6,electric,6,5.0,1000,rainy,-8.768424709352203,medium,night,455.73446319510236,perishable,9.88651245250052
454.7075722237856,292.12218998189206,urban,7,diesel,1,1.5,5000,rainy,32.56216179717509,medium,night,2689.268478341927,general,256.4356304517013
132.1531922829487,-44.177454421133596,highway,7,petrol,0,5.0,1000,snowy,24.257942355084026,low,afternoon,666.3258479854098,perishable,35.867812719634685
211.08763228745858,-17.15988010826095,mixed,14,electric,5,3.0,20000,windy,26.283099147492,medium,evening,15928.983236176093,fragile,19.554556511630803
380.22005788609385,158.33148488873678,rural,5,petrol,11,2.5,2000,clear,34.631559768675004,medium,afternoon,374.2714280412641,perishable,119.19788506594831
122.111101090895,23.732687855649857,rural,6,petrol,0,4.0,1000,clear,37.185937367702195,medium,afternoon,431.46585888367974,hazardous,34.90889708772932
47.720155816108566,-82.66490531159087,urban,3,petrol,10,4.0,20000,clear,4.757002006946979,low,evening,4167.8749038857095,fragile,23.75866118535151
151.97821192774634,-15.983508607471798,mixed,12,diesel,6,2.5,10000,rainy,35.956370587324486,severe,morning,4979.686136804859,general,130.6370078184207
88.99843075446216,-174.97612387389475,rural,4,diesel,7,2.5,5000,rainy,0.827017480011808,low,night,999.8399708275656,hazardous,27.020897447230205
465.5518496478608,293.0965350342406,urban,11,hybrid,13,5.0,10000,rainy,-2.781241485421373,medium,afternoon,2234.215119603283,hazardous,278.520462770479
405.9789859865643,144.48165996010312,rural,6,diesel,14,5.0,5000,snowy,17.74210800202594,high,night,634.0367377061225,perishable,321.3327879779452
320.36784069010747,-134.02985351683208,urban,3,hybrid,1,3.0,10000,clear,36.38283214113358,low,morning,5128.388313320637,general,80.17772716049575
437.01568919198166,-79.81420481005615,urban,7,diesel,14,5.0,10000,clear,-7.280616658961883,medium,evening,7228.741435296982,hazardous,361.9303526116506
403.7993176805661,-128.2258233211492,highway,3,petrol,3,2.5,2000,snowy,16.40120311646478,medium,night,312.99092216043476,general,111.60266060715671
101.41932885415756,228.81496579311354,urban,9,petrol,6,4.0,2000,rainy,23.925406747874504,medium,morning,1448.9919449797612,fragile,66.38191132719493
447.3539092600891,-134.05274547125435,highway,4,electric,10,3.0,2000,clear,27.27116989355948,medium,evening,1740.8022316210483,general,13.596657714253864
274.27769853866886,327.99763312465126,highway,2,diesel,5,2.5,10000,clear,15.195939672854456,low,night,4353.1150243407965,general,86.04883162233519
405.64567603039063,-185.6423564757262,rural,6,electric,1,3.0,5000,clear,18.745276820879624,high,night,2453.48735013964,general,22.168892738564086
449.08473696251167,-25.436948402875526,mixed,14,diesel,13,3.0,2000,clear,12.684028531096473,medium,morning,1395.5345971777765,general,202.7573939932661
165.8217027362133,423.46667312433505,mixed,9,petrol,3,5.0,5000,snowy,26.163006666974706,medium,morning,3405.2491314467056,hazardous,138.25601158978333
63.92544301856161,302.9719226855722,urban,13,petrol,2,5.0,5000,clear,8.96211774587075,high,afternoon,575.5540728905438,general,49.55591658917517
121.68822964555143,-148.92216695201859,urban,10,diesel,8,1.5,1000,foggy,4.019558380075364,medium,night,762.6522744810532,general,63.90451092701625
219.2828164268656,374.7882731396258,highway,10,petrol,5,2.5,20000,rainy,3.138347061836142,low,evening,2056.8395759548366,general,80.24953766130486
410.8272353020216,145.12458507814335,rural,2,diesel,12,5.0,10000,foggy,22.66927455304625,severe,evening,5140.129191276756,general,408.25363720365203
431.7579857956083,392.7481190181805,highway,4,diesel,11,1.5,20000,rainy,36.22939479672696,high,afternoon,9098.01130583776,general,270.9279440015636
13.406543960283445,220.51784211527539,highway,5,hybrid,1,5.0,10000,foggy,3.682209863093431,medium,morning,7463.35508747065,general,4.412977857099738
260.2661782630072,277.2831224230011,rural,9,electric,1,4.0,5000,rainy,2.4916771476026423,medium,morning,696.8461302339375,general,15.01880729184072
214.5313915429017,495.4510922769957,highway,7,petrol,12,3.0,20000,clear,25.783102579054205,medium,morning,11643.356898646007,perishable,117.98633081765162
118.83282713065782,-37.36511785318728,highway,5,petrol,12,4.0,1000,snowy,-9.54298277360943,medium,morning,815.9294067799407,general,43.6484397205674
68.73402999350458,236.76190233297183,rural,6,petrol,2,3.0,20000,clear,31.711280158300656,medium,morning,9986.448800630373,general,32.515773558562735
175.4314339877777,122.22497304017885,highway,9,hybrid,4,2.5,20000,rainy,8.964103243745617,low,evening,15600.585260596887,perishable,45.528693268271994
472.0257549171344,-172.383632954116,highway,4,electric,11,2.0,1000,clear,35.08395620842356,medium,night,806.7527076654601,general,12.416720568909051
168.36943669017006,-189.87055094799447,highway,14,petrol,5,2.5,1000,foggy,25.428037594583156,medium,morning,302.2867889564457,general,42.25939796640101
264.2074046542494,-116.53999552749893,highway,13,diesel,4,3.0,2000,rainy,29.636593547809895,medium,night,1595.827544938147,hazardous,81.14501304342052
354.4792898586372,254.36421837698367,highway,2,diesel,11,2.0,10000,clear,-1.4400079414479927,low,afternoon,6172.577084299354,hazardous,125.9583939138791
188.17850516585406,197.01416153937456,rural,5,diesel,0,2.0,5000,clear,8.20905897905854,high,night,3886.294876791352,perishable,105.82825884267831
486.17322053327075,187.40069281460922,highway,14,hybrid,12,2.5,20000,windy,4.028531916052589,low,afternoon,4832.160705244874,general,119.67952642873429
481.5991745216345,-177.70026623021795,rural,7,electric,0,4.0,20000,snowy,25.75510962335248,high,morning,6877.443585182926,perishable,38.4382508397217
133.37332495442843,128.51209745200492,highway,12,petrol,6,2.5,5000,clear,-8.862813038908676,severe,morning,2752.355420464282,hazardous,68.21422868152072
253.65176788726887,447.23597248976995,urban,4,electric,13,3.0,1000,rainy,20.96137934986573,severe,afternoon,703.1462976195339,general,38.69425358014451
157.43037181021714,78.31430851745263,rural,12,diesel,9,4.0,1000,rainy,33.40518566204701,medium,evening,886.1139461127539,general,78.98077293658307
149.57184224495913,237.44572885191943,rural,1,petrol,13,3.0,20000,clear,-7.8142416438682325,high,afternoon,1324.1341307828693,general,71.24063307159594
28.07460420372107,345.8730729362005,urban,8,petrol,6,5.0,20000,clear,4.5347088988939275,low,afternoon,9796.482387287184,perishable,23.335366960616142
308.68652365014947,348.7476953993213,mixed,5,petrol,12,5.0,5000,snowy,0.3974419319309064,medium,night,2511.3761106446254,general,240.20601946417457
256.3127213821421,163.49605767668993,highway,10,petrol,9,4.0,5000,foggy,39.90480368047496,low,night,4086.1161569854467,perishable,92.27448779002779
35.224588112494786,400.5663617816354,urban,2,diesel,5,1.5,10000,clear,39.28121681181795,high,evening,2199.711129998315,general,24.86228496216722
146.5367674759396,73.96466535462287,mixed,3,petrol,8,4.0,1000,clear,-3.7839068303433,medium,morning,227.4239261118925,general,49.962861390928985
455.05028412366033,422.08525034935883,highway,12,petrol,1,1.5,2000,snowy,-0.261485711804873,low,afternoon,920.14093525735,general,165.71848738735738
127.38532642681649,-31.840983523118283,highway,14,hybrid,0,3.0,2000,snowy,-8.851856340741834,medium,evening,1334.283724138308,general,25.952292894643087
80.99848732469931,-3.84851510660027,highway,10,petrol,10,2.5,5000,clear,18.31150543623473,high,night,4376.5430960591375,fragile,28.82756892710456
249.83185253600587,-162.81556306069922,urban,12,diesel,5,3.0,10000,clear,24.292172315877085,medium,afternoon,5189.021964435971,general,157.34640430106796
492.9687225141943,356.907285579598,highway,10,petrol,5,2.5,20000,clear,22.725402764645295,medium,evening,13086.482169295206,general,248.05934531572686
128.6070830406352,91.9386653628939,highway,5,diesel,8,5.0,5000,clear,2.999706563810609,medium,afternoon,1324.9334480698908,general,47.92162200097146
339.3464182288805,-39.618370262020676,urban,11,diesel,10,1.5,5000,foggy,0.16494108634678484,low,night,3076.2788359416727,general,192.50204348010288
383.1936115110716,-37.74680566839423,urban,4,petrol,9,2.5,5000,clear,-7.212981971758955,low,afternoon,1167.4811139509761,hazardous,152.50073003558248
126.44239655627584,430.9799588604632,highway,9,diesel,0,3.0,2000,snowy,21.633058455490364,medium,morning,942.4813346750278,general,64.64180964288023
366.8260108198112,383.7416203227258,highway,9,petrol,10,3.0,5000,snowy,2.2750146595448086,medium,night,304.8832412091454,perishable,172.33431427522993
190.21373503243407,187.4716197500283,urban,8,diesel,0,3.0,10000,windy,-5.564138105200314,severe,afternoon,2979.2468359400787,perishable,185.04389650977762
319.82985699085395,231.27756029100476,mixed,2,diesel,11,4.0,2000,snowy,7.72561816366911,medium,morning,1429.0328269529543,hazardous,199.20307079498966
320.4295582728384,132.0278993852037,rural,5,diesel,13,3.0,10000,foggy,-2.576567429309736,low,night,703.7088968454893,general,143.724449666024
272.52959519663165,74.1665800151662,rural,14,diesel,11,4.0,2000,clear,15.31216694409778,low,night,641.4887445771807,general,117.93553379599423
54.241987326660066,440.83381685283206,highway,8,diesel,9,2.0,10000,clear,-2.5440825598864922,medium,afternoon,1619.2167575574167,general,20.611075988023423
419.2982228387266,-112.07110753578856,highway,8,diesel,11,1.5,1000,clear,39.429219707473074,severe,evening,601.9759551495139,general,164.81784236829853
167.18223183615055,92.91275280135956,urban,7,diesel,5,2.0,1000,rainy,6.778304491799412,high,night,695.0197905774086,general,107.71510801870957
101.39407009592857,41.193335591512735,rural,4,diesel,4,2.0,2000,clear,13.744669767534116,medium,morning,286.8578732795835,perishable,28.861071568989694
29.97981936183432,148.70550417580387,urban,3,diesel,10,4.0,1000,snowy,19.83188025469577,severe,morning,518.3861451720846,general,33.27029023925609
299.5375421622385,120.34231218162255,rural,8,diesel,5,4.0,20000,rainy,32.531553637040794,low,evening,12298.163326188835,general,199.87200184915488
342.00653730271836,163.222672155757,mixed,8,diesel,5,1.5,10000,clear,37.39824820074225,medium,night,8910.038933522037,general,185.37236371142984
18.128036174649516,-102.05671594110413,highway,13,diesel,12,1.5,2000,clear,8.348151570511279,low,morning,470.34626786394665,general,4.159660103602156
260.9255985666477,159.19905105929396,highway,10,petrol,3,5.0,1000,snowy,11.17683347103974,high,evening,158.83676464036816,general,137.6972966742278
120.98292984698959,-30.30683027895239,highway,5,diesel,9,1.5,2000,snowy,-2.4518906469640966,low,afternoon,538.4161298406717,general,31.3890203607338
326.13466730063044,-70.96805570826612,highway,3,petrol,7,3.0,20000,clear,-0.517559354032423,severe,morning,10137.138076949459,hazardous,177.4679896386975
95.43955021244581,-154.61604684966613,highway,5,diesel,4,3.0,2000,clear,26.110885841562318,medium,night,1176.3609407414472,perishable,26.500415114486913
348.55949167020833,333.85679112929864,mixed,4,electric,5,1.5,2000,clear,11.763863643161823,severe,evening,743.7343382257238,perishable,27.787035001465597
199.50031968726333,99.20934459959197,highway,8,diesel,14,4.0,5000,clear,32.11340582645314,medium,afternoon,2009.2584560132486,general,77.19182213386398
468.99769448099994,238.65057831823086,highway,2,petrol,1,2.0,5000,foggy,16.457291016450785,medium,afternoon,2510.811943679581,general,144.97950380344227
77.38526263153669,309.31534031332035,highway,11,diesel,0,1.5,5000,clear,4.135107028232058,medium,morning,784.3017801923455,hazardous,25.156785257591388
177.12251201462666,275.52166571948743,mixed,8,petrol,7,5.0,5000,clear,23.965416336410332,high,afternoon,4332.276980334829,perishable,142.43208626206504
65.60202540788865,129.3505033627776,rural,10,petrol,5,1.5,10000,clear,13.638215081769514,medium,night,6091.375745702625,general,26.1231631171896
463.09987295649574,71.52897026621088,mixed,6,diesel,12,2.0,20000,windy,34.51115343953276,high,evening,9429.839937261191,perishable,339.2667183913043
439.8962831566807,63.17193674846461,mixed,4,diesel,8,2.5,2000,clear,8.592233417647597,high,morning,1344.4553703670806,general,211.90348538999353
136.39139758042626,248.03415785103942,urban,11,electric,4,1.5,20000,clear,2.734033568698111,low,morning,1872.3221076992631,hazardous,7.711070928055454
333.39218255674774,146.35604845931138,highway,14,hybrid,7,1.5,2000,clear,11.971944994579468,severe,night,1437.2619268692135,perishable,89.70619421699848
410.43887809859575,394.39257359195744,highway,14,petrol,6,3.0,5000,clear,32.45267206382516,low,morning,948.0363512711159,fragile,142.2038372692072
282.04839768373654,412.29138902869846,highway,14,hybrid,10,2.0,10000,rainy,31.220347287415642,high,evening,812.7646347892266,general,89.43886428525359
269.52878339444317,-80.60773539543707,rural,3,diesel,9,5.0,2000,clear,34.67365669735656,low,morning,1603.9150163185589,general,99.10619693971435
128.50762254122134,-104.63644391799205,highway,10,petrol,0,1.5,2000,clear,32.48212419113424,high,afternoon,1294.3145517068308,general,33.424179326660614
55.620356224890614,241.28064822519966,highway,13,diesel,6,5.0,1000,snowy,6.506844252514225,severe,afternoon,130.65622216006858,perishable,49.712640744651765
449.6357213971301,10.858023643595594,urban,5,petrol,3,1.5,10000,snowy,19.6116448206842,low,afternoon,8390.977977435485,hazardous,259.9237122665585
451.2048480100319,-187.0004968644308,urban,6,hybrid,12,2.5,10000,clear,29.735101374461035,low,night,8982.46862396096,perishable,171.0215691022023
320.2197140639013,422.04986855406855,rural,1,diesel,5,2.0,10000,clear,31.95557699670564,medium,afternoon,5604.92852006176,general,166.0552299236771
